2,8.130073547363281e-05,32.2,25.9
3,10.012653827667236,40.2,25.9
4,20.020689249038696,37.3,25.8
5,30.027358770370483,46.1,25.9
6,40.036866664886475,48.0,25.9
7,50.045981884002686,49.1,25.9
8,60.055792808532715,47.0,25.9
9,70.06400990486145,50.5,26.0
10,80.07162857055664,49.0,26.0
11,90.08027338981628,53.0,26.0
12,100.09137630462646,49.1,26.0
13,110.09240388870239,43.5,26.0
14,120.09992122650146,41.4,26.0
15,130.10557866096497,39.2,26.1
16,140.11628246307373,40.8,26.1
17,150.12324142456055,45.5,26.1
18,160.13197374343872,40.6,26.1
19,170.14401412010193,40.5,26.1
20,180.15341877937317,41.6,26.1
21,190.16465973854065,38.7,26.2
22,200.17641067504883,40.7,26.2
