1,0.000324249267578125,8.8,18.0
2,10.008541584014893,8.0,18.0
3,20.011909246444702,6.3,18.0
4,30.020350217819214,6.8,18.0
5,40.02817249298096,6.9,18.1
6,50.03251004219055,7.5,18.0
7,60.03990173339844,7.1,18.0
8,70.05034303665161,6.1,18.0
9,80.0579822063446,6.3,18.0
10,90.06787371635437,6.2,18.0
11,100.07158923149109,6.8,18.0
12,110.07192325592041,6.7,18.0
13,120.07302284240723,6.4,18.0
14,130.08221530914307,6.1,18.0
15,140.08837580680847,6.8,18.0
16,150.0984468460083,6.1,18.0
17,160.104163646698,7.0,18.0
18,170.1079227924347,6.5,18.0
19,180.1181287765503,6.5,18.0
20,190.12540769577026,6.9,18.0
21,200.13705110549927,6.5,18.0
