1,0.0003311634063720703,8.6,18.7
2,10.00753378868103,9.0,18.8
3,20.015958309173584,5.3,18.8
4,30.02644634246826,5.3,18.8
5,40.03060245513916,6.4,18.8
6,50.038702964782715,5.1,18.8
7,60.049126863479614,5.0,18.8
8,70.06004095077515,5.1,18.8
9,80.0672779083252,5.0,18.8
10,90.07527804374695,5.1,18.8
11,100.08574295043945,6.5,18.8
12,110.08994579315186,5.3,18.8
13,120.09969711303711,5.1,18.8
14,130.10789108276367,4.8,18.8
15,140.11369514465332,5.3,18.8
16,150.1199984550476,5.4,18.8
17,160.12588095664978,6.0,18.8
18,170.1308970451355,6.3,18.8
19,180.13949537277222,5.4,18.8
20,190.1475591659546,5.7,18.8
21,200.15859603881836,5.9,18.9
