1,1.1205673217773438e-05,5.6,35.9
2,10.007858276367188,6.5,35.9
3,20.018279552459717,5.7,35.9
4,30.027860164642334,6.2,35.9
5,40.03583335876465,6.9,35.9
6,50.043856382369995,5.5,35.9
7,60.05183529853821,5.8,35.9
8,70.05984735488892,5.3,35.9
9,80.07022047042847,5.6,35.9
10,90.0712342262268,6.9,35.9
11,100.0798454284668,7.1,35.9
12,110.0901997089386,6.5,35.9
13,120.10031366348267,6.5,35.9
14,130.11067485809326,6.7,35.9
15,140.11984252929688,6.3,35.9
16,150.1267545223236,6.5,35.9
17,160.13716983795166,6.4,35.9
18,170.13987398147583,5.8,36.0
19,180.1502525806427,5.7,36.0
20,190.16067814826965,6.2,36.0
