2,0.000377655029296875,48.3,22.4
3,10.010818243026733,61.5,22.3
4,20.017646074295044,46.9,22.4
5,30.028289794921875,48.5,22.3
6,40.04284882545471,47.2,22.3
7,50.050721406936646,46.7,22.4
8,60.05856728553772,47.6,22.4
9,70.06678819656372,50.5,22.3
10,80.07673168182373,46.6,22.4
11,90.08672022819519,49.2,22.4
12,100.0946958065033,49.3,22.4
13,110.10311818122864,49.3,22.4
14,120.11130905151367,50.3,22.4
15,130.11904954910278,50.1,22.4
16,140.1292746067047,47.1,22.4
17,150.13836908340454,41.6,22.4
18,160.14882040023804,38.4,22.4
19,170.15931105613708,39.8,22.4
20,180.16933465003967,33.7,22.4
21,190.1786298751831,33.4,22.4
22,200.18453931808472,36.2,22.4
