1,0.0002951622009277344,2.7,22.3
2,10.01072096824646,4.3,22.3
3,20.01479983329773,2.9,22.3
4,30.02065086364746,2.4,22.3
5,40.02861404418945,2.7,22.3
6,50.04077982902527,1.8,22.3
7,60.04743671417236,2.2,22.3
8,70.05575466156006,2.1,22.3
9,80.06375622749329,2.5,22.3
10,90.07303357124329,3.0,22.3
11,100.08466219902039,3.3,22.3
12,110.08841276168823,2.6,22.3
13,120.0936815738678,3.5,22.3
14,130.10512948036194,2.9,22.3
15,140.11733675003052,3.0,22.3
16,150.11917543411255,2.4,22.3
17,160.1307671070099,3.4,22.3
18,170.1421868801117,1.7,22.3
19,180.1465139389038,2.6,22.3
20,190.15637969970703,3.8,22.3
21,200.16418051719666,2.3,22.3
