1,0.00016355514526367188,99.2,18.0,0.0
2,10.011146783828735,100.0,18.0,0.6301289061151879
3,20.021947145462036,99.5,18.0,0.3707835327466394
4,30.03159475326538,99.4,18.0,0.511919231272696
5,40.04119920730591,99.7,18.0,0.46595918180147683
6,50.085718631744385,99.9,18.0,0.5711066566797276
7,60.096739292144775,99.4,18.0,0.5083466261981032
8,70.10504961013794,99.6,18.0,0.5819450598101049
9,80.11559104919434,99.4,18.0,0.5682539952191662
10,90.12704849243164,99.9,18.0,0.5387416084828466
11,100.1375584602356,100.0,18.0,0.5081222610216856
12,110.16468858718872,96.3,18.2,0.5929548187992552
13,120.17465329170227,98.7,18.2,0.5762009604052672
14,130.20395278930664,99.8,18.0,0.586105026516105
15,140.21430706977844,99.7,18.0,0.5880141830190405
16,150.22424411773682,99.6,18.0,0.577164440029724
17,160.23326230049133,99.9,18.0,0.569868305337506
18,170.24346828460693,99.8,18.0,0.573604371747478
19,180.2531008720398,99.9,18.0,0.5891328104716285
20,190.27919721603394,99.6,18.1,0.5813978823711144
